"CASRN"	"DTXSID"	"Chemical_Name"	"LD50_mgkg"	"test_type"
"30129-29-4"	"DTXSID80184216"	"Valeric acid, 2-propyl-, thymyl ester"	2000	"limit test (greater than)"
"30129-30-7"	"DTXSID40184217"	"Valeric acid, 2-propyl-, carvacryl ester"	2000	"limit test (greater than)"
"3016-19-1"	"DTXSID00883936"	"2,4,6-Octatriene, 2,6-dimethyl-, (4E,6E)-"	1900	"point estimate"
"3018-12-0"	"DTXSID3021562"	"Dichloroacetonitrile"	330	"point estimate"
"3018-12-0"	"DTXSID3021562"	"Dichloroacetonitrile"	339	"point estimate"
"30194-63-9"	"DTXSID30184266"	"S 1688"	2000	"limit test (greater than)"
"302-17-0"	"DTXSID7020261"	"Chloral hydrate"	200	"limit test (greater than)"
"302-17-0"	"DTXSID7020261"	"Chloral hydrate"	479	"point estimate"
"302-17-0"	"DTXSID7020261"	"Chloral hydrate"	500	"limit test (less than)"
"302-17-0"	"DTXSID7020261"	"Chloral hydrate"	500	"point estimate"
"302-17-0"	"DTXSID7020261"	"Chloral hydrate"	800	"point estimate"
"302-34-1"	NA	NA	205	"point estimate"
"302-70-5"	"DTXSID0023375"	"Nitrogen mustard oxide"	60	"point estimate"
"302-79-4"	"DTXSID7021239"	"all-trans-Retinoic acid"	2000	"point estimate"
"302-95-4"	"DTXSID5033389"	"Sodium deoxycholate"	1370	"point estimate"
"30238-40-5"	NA	NA	378	"point estimate"
"30238-41-6"	NA	NA	746	"point estimate"
"3025-30-7"	"DTXSID0041357"	"Ethyl (2E,4Z)-deca-2,4-dienoate"	5000	"limit test (greater than)"
"3027-21-2"	"DTXSID4044909"	"Dimethoxy(methyl)phenylsilane"	892	"point estimate"
"30286-75-0"	"DTXSID0023402"	"Oxitropium bromide"	2250	"point estimate"
"302964-08-5"	"DTXSID20460723"	"N-(2-Chloro-6-methylphenyl)-2-[(6-chloro-2-methylpyrimidin-4-yl)amino]-1,3-thiazole-5-carboxamide"	2000	"limit test (greater than)"
"303-31-1"	"DTXSID70184386"	"beta-Thalidomide"	8000	"limit test (greater than)"
"303-45-7"	"DTXSID5023110"	"Gossypol"	2315	"point estimate"
"303-47-9"	"DTXSID7021073"	"Ochratoxin A"	3.9	"point estimate"
"303-47-9"	"DTXSID7021073"	"Ochratoxin A"	20	"point estimate"
"303-47-9"	"DTXSID7021073"	"Ochratoxin A"	21.42	"point estimate"
"303-47-9"	"DTXSID7021073"	"Ochratoxin A"	22	"point estimate"
"303-47-9"	"DTXSID7021073"	"Ochratoxin A"	30.3	"point estimate"
"303-49-1"	"DTXSID6022844"	"Clomipramine"	613	"point estimate"
"303-70-8"	"DTXSID60184390"	"2-Hydroxyimipramine"	2980	"point estimate"
"303-97-9"	NA	NA	4000	"limit test (greater than)"
"3032-55-1"	"DTXSID7051979"	"Trimethylolethane trinitrate"	1027	"point estimate"
"3034-38-6"	"DTXSID9062803"	"1H-Imidazole, 4-nitro-"	600	"point estimate"
"3035-45-8"	"DTXSID80184433"	"s-Triazine, 2-isopropylamino-4-methoxy-6-methylamino-"	2400	"point estimate"
"30392-41-7"	NA	NA	6221	"limit test (greater than)"
"30399-84-9"	NA	NA	2000	"limit test (greater than)"
"30399-84-9"	NA	NA	5000	"limit test (greater than)"
"304-20-1"	"DTXSID1044645"	"Hydralazine hydrochloride"	173	"point estimate"
"304-20-1"	"DTXSID1044645"	"Hydralazine hydrochloride"	187	"point estimate"
"304-20-1"	"DTXSID1044645"	"Hydralazine hydrochloride"	280	"point estimate"
"304-81-4"	"DTXSID70184482"	"Phenazine oxide"	6600	"point estimate"
"304-84-7"	"DTXSID3023007"	"Ethamivan"	154	"point estimate"
"30406-18-9"	"DTXSID90184489"	"Heptanamide, N-hydroxy-"	3200	"point estimate"
"3042-84-0"	"DTXSID1041685"	"Brompyrazon"	8500	"point estimate"
"3047-32-3"	"DTXSID8062812"	"3-Oxetanemethanol, 3-ethyl-"	2000	"limit test (greater than)"
"3047-33-4"	"DTXSID3062813"	"1,3,5-Triazine-2,4,6(1H,3H,5H)-trione, trisodium salt"	5000	"limit test (greater than)"
"3048-64-4"	"DTXSID6029250"	"5-Vinyl-2-norbornene"	5239	"point estimate"
"3048-64-4"	"DTXSID6029250"	"5-Vinyl-2-norbornene"	5700	"point estimate"
"3048-64-4"	"DTXSID6029250"	"5-Vinyl-2-norbornene"	10567	"point estimate"
"3048-76-8"	NA	NA	4000	"limit test (greater than)"
"30484-77-6"	"DTXSID80184554"	"Flunarizine hydrochloride"	503	"point estimate"
"30499-70-8"	"DTXSID3050444"	"Trimethylolpropane, (chloromethyl)oxirane polymer"	3398	"point estimate"
"305-03-3"	"DTXSID7020263"	"Chlorambucil"	76	"point estimate"
"30516-87-1"	"DTXSID8020127"	"3'-Azido-3'-deoxythymidine"	3084	"point estimate"
"30544-47-9"	"DTXSID2045448"	"Etofenamate"	292	"point estimate"
"30544-61-7"	"DTXSID10184628"	"Clanobutin"	2000	"limit test (greater than)"
"30544-68-4"	"DTXSID80184630"	"Butyric acid, 4-(p-chloro-N-(2,4-dimethoxyphenyl)benzamido)-"	1000	"limit test (greater than)"
"30544-71-9"	"DTXSID00184632"	"Butyric acid, 4-(o-chloro-N-2,6-xylylbenzamido)-"	2000	"limit test (greater than)"
"30544-72-0"	"DTXSID60184633"	"Butyric acid, 4-(p-chloro-N-2,6-xylylbenzamido)-"	1900	"point estimate"
"30558-43-1"	"DTXSID9029350"	"Methyl 2-(dimethylamino)-N-hydroxy-2-oxoethanimidothioate"	7000	"limit test (greater than)"
"3056-17-5"	"DTXSID1023819"	"Stavudine"	4000	"point estimate"
"3056-93-7"	"DTXSID6051984"	"C.I. Basic Orange 21"	2450	"point estimate"
"30560-19-1"	"DTXSID8023846"	"Acephate"	100	"limit test (greater than)"
"30560-19-1"	"DTXSID8023846"	"Acephate"	700	"point estimate"
"30560-19-1"	"DTXSID8023846"	"Acephate"	866	"point estimate"
"30560-19-1"	"DTXSID8023846"	"Acephate"	945	"point estimate"
"30560-19-1"	"DTXSID8023846"	"Acephate"	1400	"limit test (less than)"
"30560-26-0"	NA	NA	125	"point estimate"
"30560-27-1"	NA	NA	1000	"limit test (greater than)"
"30560-28-2"	NA	NA	500	"limit test (greater than)"
"30562-34-6"	"DTXSID7042691"	"Geldanamycin"	2500	"point estimate"
"30578-37-1"	"DTXSID00184657"	"Amezinium metilsulfate"	1330	"point estimate"
"306-07-0"	"DTXSID1044647"	"Pargyline hydrochloride"	250	"point estimate"
"306-37-6"	"DTXSID6020517"	"1,2-Dimethylhydrazine dihydrochloride"	100	"point estimate"
"306-52-5"	"DTXSID9023700"	"Triclofos"	850	"point estimate"
"3061-65-2"	"DTXSID40184676"	"Acetic acid, 1-cyanovinyl ester"	100	"point estimate"
"30618-84-9"	"DTXSID2027965"	"Acetic acid, mercapto-, monoester with 1,2,3-propanetriol"	172	"point estimate"
"30618-84-9"	"DTXSID2027965"	"Acetic acid, mercapto-, monoester with 1,2,3-propanetriol"	181	"point estimate"
"30618-84-9"	"DTXSID2027965"	"Acetic acid, mercapto-, monoester with 1,2,3-propanetriol"	268	"point estimate"
"30618-84-9"	"DTXSID2027965"	"Acetic acid, mercapto-, monoester with 1,2,3-propanetriol"	274	"point estimate"
"30638-08-5"	"DTXSID4051370"	"Hydrogen [29H,31H-phthalocyaninesulphonato(3-)-N29,N30,N31,N32]cobaltate(1-)"	3600	"point estimate"
"30652-11-0"	"DTXSID6040666"	"Deferiprone"	2000	"point estimate"
"30674-80-7"	"DTXSID6051986"	"2-Isocyanatoethyl methacrylate"	670	"point estimate"
"30674-80-7"	"DTXSID6051986"	"2-Isocyanatoethyl methacrylate"	1257	"point estimate"
"30674-80-7"	"DTXSID6051986"	"2-Isocyanatoethyl methacrylate"	1541	"point estimate"
"30674-80-7"	"DTXSID6051986"	"2-Isocyanatoethyl methacrylate"	1814	"point estimate"
"30677-46-4"	NA	NA	280	"point estimate"
"30685-43-9"	"DTXSID0023294"	"Methyldigoxin"	8.3	"point estimate"
"3069-29-2"	"DTXSID1044649"	"N-{3-[Dimethoxy(methyl)silyl]propyl}ethane-1,2-diamine"	200	"point estimate"
"3069-29-2"	"DTXSID1044649"	"N-{3-[Dimethoxy(methyl)silyl]propyl}ethane-1,2-diamine"	2000	"limit test (greater than)"
"3069-29-2"	"DTXSID1044649"	"N-{3-[Dimethoxy(methyl)silyl]propyl}ethane-1,2-diamine"	2000	"limit test (less than)"
"30699-99-1"	NA	NA	365	"point estimate"
"307-35-7"	"DTXSID5027140"	"1-Octanesulfonyl fluoride, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-"	154	"point estimate"
"307-35-7"	"DTXSID5027140"	"1-Octanesulfonyl fluoride, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-"	2000	"limit test (greater than)"
"3070-16-4"	"DTXSID80184731"	"Demethylfenthion"	10	"point estimate"
"3071-73-6"	"DTXSID10889368"	"1-Naphthalenesulfonic acid, 8-(phenylamino)-5-[2-[4-[2-(5-sulfo-1-naphthalenyl)diazenyl]-1-naphthalenyl]diazenyl]-, sodium salt (1:2)"	15000	"point estimate"
"30725-71-4"	NA	NA	81	"point estimate"
"30746-58-8"	"DTXSID7074030"	"1,2,3,4-Tetrachlorodibenzo-p-dioxin"	0.8	"point estimate"
"30748-29-9"	"DTXSID3023051"	"Feprazone"	1343	"point estimate"
"30764-80-8"	NA	NA	2000	"limit test (greater than)"
"3081-01-4"	"DTXSID5027516"	"1,4-Benzenediamine, N-(1,4-dimethylpentyl)-N'-phenyl-"	2100	"point estimate"
"3081-14-9"	"DTXSID2024618"	"N,N'-Bis(1,4-dimethylpentyl)-4-phenylenediamine"	750	"point estimate"
"30817-43-7"	NA	NA	1700	"point estimate"
"3084-62-6"	NA	NA	500	"point estimate"
"309-00-2"	"DTXSID8020040"	"Aldrin"	39	"point estimate"
"309-00-2"	"DTXSID8020040"	"Aldrin"	45	"point estimate"
"309-43-3"	"DTXSID5022019"	"Secobarbital, sodium salt"	125	"point estimate"
"30914-89-7"	NA	NA	271	"point estimate"
"3092-17-9"	"DTXSID1047493"	"Midodrine hydrochloride"	68.8	"point estimate"
"3093-35-4"	"DTXSID6045375"	"Halcinonide"	5000	"limit test (greater than)"
"3094-09-5"	"DTXSID2022967"	"Doxifluridine"	3390	"point estimate"
"30950-27-7"	NA	NA	2500	"point estimate"
"30979-48-7"	"DTXSID70184967"	"Isocarbamid [ISO]"	3500	"point estimate"
"30989-05-0"	"DTXSID40184974"	"Tris(2-(2-(2-methoxyethoxy)ethoxy)ethyl) orthoborate"	850	"limit test (greater than)"
"30989-05-0"	"DTXSID40184974"	"Tris(2-(2-(2-methoxyethoxy)ethoxy)ethyl) orthoborate"	1850	"limit test (greater than)"
"30989-05-0"	"DTXSID40184974"	"Tris(2-(2-(2-methoxyethoxy)ethoxy)ethyl) orthoborate"	2000	"limit test (greater than)"
"30989-05-0"	"DTXSID40184974"	"Tris(2-(2-(2-methoxyethoxy)ethoxy)ethyl) orthoborate"	5000	"limit test (greater than)"
"3099-88-5"	NA	NA	43	"point estimate"
"3101-60-8"	"DTXSID1024702"	"tert-Butyl phenyl glycidyl ether"	2000	"limit test (greater than)"
"3102-00-9"	NA	NA	2370	"point estimate"
"31024-56-3"	"DTXSID1067590"	"1-Butanamine, N-[3-(trimethoxysilyl)propyl]-"	12825	"point estimate"
"31027-31-3"	"DTXSID40184999"	"p-Isopropylphenyl isocyanate"	5000	"point estimate"
"3105-97-3"	"DTXSID9023128"	"Hycanthone"	980	"point estimate"
"31080-68-9"	"DTXSID60185029"	"Benzoxazole, 5-chloro-2-methoxy-"	1000	"limit test (greater than)"
"31093-47-7"	"DTXSID10185039"	"Benzenesulfonic acid, decyl-"	2320	"point estimate"
"311-44-4"	"DTXSID40185042"	"Phosphoric acid, bis(2-chloroethyl) p-nitrophenyl ester"	37	"point estimate"
"311-45-5"	"DTXSID6024046"	"Paraoxon"	1.8	"point estimate"
"311-47-7"	"DTXSID3075385"	"Phosphoric acid, 2-chloroethenyl diethyl ester"	7	"point estimate"
"311-89-7"	"DTXSID0027141"	"Perfluorotributylamine"	10000	"limit test (greater than)"
"3111-71-5"	NA	NA	210	"point estimate"
"31112-62-6"	"DTXSID1023310"	"Metrizamide"	20000	"limit test (greater than)"
"3112-85-4"	"DTXSID1075228"	"Benzene, (methylsulfonyl)-"	1470	"point estimate"
"31138-65-5"	"DTXSID7027966"	"D-Gluco-heptonic acid, monosodium salt"	2000	"limit test (greater than)"
"31138-65-5"	"DTXSID7027966"	"D-Gluco-heptonic acid, monosodium salt"	4040	"limit test (greater than)"
"31139-87-4"	"DTXSID00185068"	"Asverin H"	10000	"point estimate"
"31143-55-2"	"DTXSID70185075"	"m-Cresol, 6-propyl-"	730	"point estimate"
"3115-05-7"	"DTXSID9057711"	"Iobenzamic acid"	2800	"point estimate"
"3115-68-2"	"DTXSID6047945"	"Tetrabutylphosphonium bromide"	420	"point estimate"
"3120-74-9"	"DTXSID0051996"	"3-Methyl-4-(methylthio)phenol"	3400	"point estimate"
"3121-61-7"	"DTXSID7025554"	"2-Methoxyethyl acrylate"	404	"point estimate"
"3121-61-7"	"DTXSID7025554"	"2-Methoxyethyl acrylate"	818	"point estimate"
"31218-83-4"	"DTXSID7032470"	"Propetamphos"	59.5	"point estimate"
"31218-83-4"	"DTXSID7032470"	"Propetamphos"	62.4	"point estimate"
"31218-83-4"	"DTXSID7032470"	"Propetamphos"	75	"point estimate"
"31218-83-4"	"DTXSID7032470"	"Propetamphos"	119	"point estimate"
"31225-17-9"	"DTXSID8067602"	"N-(3,4-Dichlorophenyl)-N'-hydroxyurea"	1850	"point estimate"
"31230-24-7"	"DTXSID70185151"	"Acetamide, N-(2-methoxycarbonylfuryl)-"	1200	"point estimate"
"31251-03-3"	"DTXSID80185182"	"Fluotrimazole [BSI:ISO]"	5000	"limit test (greater than)"
"31291-71-1"	NA	NA	6700	"point estimate"
"313-67-7"	"DTXSID0040969"	"Aristolochic acid"	184	"point estimate"
"3131-27-9"	"DTXSID60185241"	"3-Pyridinemethanol, 5-hydroxy-4-(methoxymethyl)-6-methyl-, hydrochloride"	2150	"point estimate"
"3132-99-8"	"DTXSID4027521"	"3-Bromobenzaldehyde"	1126	"point estimate"
"31329-57-4"	"DTXSID3023344"	"Nafronyl"	1890	"point estimate"
"31335-41-8"	"DTXSID40185264"	"Sulfone, dichloromethyl trichloromethylthio"	3620	"point estimate"
"3134-12-1"	"DTXSID2042270"	"Phenobenzuron"	5000	"point estimate"
"314-40-9"	"DTXSID4022020"	"Bromacil"	641	"point estimate"
"314-40-9"	"DTXSID4022020"	"Bromacil"	3998	"point estimate"
"314-40-9"	"DTXSID4022020"	"Bromacil"	5200	"point estimate"
"314-42-1"	"DTXSID2042064"	"Isocil"	3400	"point estimate"
"31431-39-7"	"DTXSID4040682"	"Mebendazole"	714	"point estimate"
"314771-88-5"	"DTXSID90710944"	"N-(3-Chloro-4-fluorophenyl)-6-nitro-7-{[(3S)-oxolan-3-yl]oxy}quinazolin-4-amine"	2000	"limit test (greater than)"
"3148-72-9"	"DTXSID5044653"	"Glycine, N,N'-(2-hydroxy-1,3-propanediyl)bis[N-(carboxymethyl)-"	3200	"limit test (greater than)"
"315-18-4"	"DTXSID7020893"	"Mexacarbate"	14	"point estimate"
"315-22-0"	"DTXSID9020902"	"Monocrotaline"	66	"point estimate"
"315-37-7"	NA	NA	1000	"limit test (greater than)"
"315-72-0"	"DTXSID3023394"	"Opipramol"	1110	"point estimate"
"315-80-0"	"DTXSID5048421"	"Dibenzepin hydrochloride"	220	"point estimate"
"3152-41-8"	"DTXSID70185414"	"Phosphorodithioic acid, (((3,4-dichlorophenyl)thio)methyl) O,O-diethyl ester"	89	"point estimate"
"31570-04-4"	"DTXSID2027969"	"Phenol, 2,4-bis(1,1-dimethylethyl)-, phosphite (3:1)"	6000	"limit test (greater than)"
"31571-71-8"	NA	NA	4000	"point estimate"
"3159-29-3"	"DTXSID50185477"	"Carbanilic acid, 3-chloro-, 2-butenylene ester"	2035	"point estimate"
"316-42-7"	"DTXSID7020558"	"Emetine dihydrochloride"	0.012	"point estimate"
"31635-40-2"	"DTXSID10185519"	"Acetamide, N-1-adamantyl-N-(2-(dimethylamino)ethoxy)-, hydrochloride"	630	"point estimate"
"3164-34-9"	"DTXSID50883961"	"Butanedioic acid, 2,3-dihydroxy- (2R,3R)-, calcium salt (1:1)"	2000	"limit test (greater than)"
"31642-65-6"	NA	NA	400	"point estimate"
"31643-49-9"	"DTXSID4067642"	"1,2-Benzenedicarbonitrile, 4-nitro-"	850	"point estimate"
"31652-69-4"	NA	NA	28	"point estimate"
"31677-93-7"	"DTXSID6044561"	"Bupropion hydrochloride"	482	"point estimate"
"31684-63-6"	"DTXSID50185578"	"Methanone, (4-amino-3-hydroxyphenyl)phenyl-"	2000	"limit test (greater than)"
"31698-14-3"	"DTXSID6020357"	"Cyclocytidine"	7000	"limit test (greater than)"
"3173-53-3"	"DTXSID8025464"	"Isocyanatocyclohexane"	335	"point estimate"
"3173-53-3"	"DTXSID8025464"	"Isocyanatocyclohexane"	560	"point estimate"
"3173-53-3"	"DTXSID8025464"	"Isocyanatocyclohexane"	625	"point estimate"
"3173-72-6"	"DTXSID8040145"	"1,5-Naphthalene diisocyanate"	5000	"limit test (greater than)"
"3174-67-2"	NA	NA	20000	"point estimate"
"3175-23-3"	"DTXSID0062890"	"Propane, 1,2,2-trichloro-"	1140	"point estimate"
"3176-03-2"	NA	NA	339	"point estimate"
"31770-74-8"	NA	NA	230	"point estimate"
"31775-20-9"	"DTXSID40885515"	"Butanamide, 2,2'-[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(2,1-diazenediyl)]bis[N-(4-ethoxyphenyl)-3-oxo-"	2000	"limit test (greater than)"
"31775-20-9"	"DTXSID40885515"	"Butanamide, 2,2'-[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(2,1-diazenediyl)]bis[N-(4-ethoxyphenyl)-3-oxo-"	2228	"point estimate"
"31775-20-9"	"DTXSID40885515"	"Butanamide, 2,2'-[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(2,1-diazenediyl)]bis[N-(4-ethoxyphenyl)-3-oxo-"	2350	"limit test (greater than)"
"31775-20-9"	"DTXSID40885515"	"Butanamide, 2,2'-[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(2,1-diazenediyl)]bis[N-(4-ethoxyphenyl)-3-oxo-"	2850	"limit test (greater than)"
"3179-63-3"	"DTXSID5062895"	"1-Propanol, 3-(dimethylamino)-"	2130	"point estimate"
"31793-07-4"	"DTXSID7023489"	"Pirprofen"	351	"point estimate"
"318-98-9"	"DTXSID3021198"	"Propranolol hydrochloride"	466	"point estimate"
"318-98-9"	"DTXSID3021198"	"Propranolol hydrochloride"	840	"point estimate"
"3180-09-4"	"DTXSID0062898"	"2-Butylphenol"	634	"point estimate"
"31802-16-1"	NA	NA	500	"point estimate"
"31810-89-6"	"DTXSID9052002"	"C.I. Disperse Blue 56"	10000	"limit test (greater than)"
"31828-50-9"	"DTXSID90185698"	"Cephradine dihydrate"	8500	"limit test (greater than)"
"3184-13-2"	"DTXSID50858851"	"L-Ornithine monohydrochloride"	10000	"point estimate"
"31842-01-0"	"DTXSID5045831"	"Indoprofen"	84	"point estimate"
"31848-02-9"	NA	NA	1290	"point estimate"
"31848-11-0"	"DTXSID2041753"	"Carbamorph"	1500	"point estimate"
"3186-23-0"	NA	NA	1040	"point estimate"
"31876-38-7"	"DTXSID10185731"	"Moniliformin"	41	"point estimate"
"3188-57-6"	NA	NA	3130	"point estimate"
"319-24-4"	"DTXSID80382639"	"Methyl 2-amino-5-fluorobenzoate"	2000	"limit test (greater than)"
"319-84-6"	"DTXSID2020684"	"alpha-1,2,3,4,5,6-Hexachlorocyclohexane"	177	"point estimate"
"319-85-7"	"DTXSID7020685"	"beta-Hexachlorocyclohexane"	6000	"point estimate"
"319-86-8"	"DTXSID5024134"	"delta-Hexachlorocyclohexane"	1000	"point estimate"
"31900-04-6"	"DTXSID90891787"	"C.I. Fluorescent Brightener 205"	2000	"limit test (greater than)"
"3194-36-3"	NA	NA	500	"point estimate"
"3194-55-6"	"DTXSID4027527"	"1,2,5,6,9,10-Hexabromocyclododecane"	10000	"limit test (greater than)"
"3196-50-7"	NA	NA	707	"point estimate"
"320-60-5"	"DTXSID0047959"	"2,4-Dichlorobenzotrifluoride"	2150	"point estimate"
"32033-21-9"	NA	NA	250	"point estimate"
"3204-27-1"	"DTXSID50185856"	"Dinoterb acetate [ISO]"	62	"point estimate"
"3209-22-1"	"DTXSID8024997"	"2,3-Dichloronitrobenzene"	381	"point estimate"
"3209-22-1"	"DTXSID8024997"	"2,3-Dichloronitrobenzene"	512	"point estimate"
"321-55-1"	"DTXSID5046221"	"Haloxon"	900	"point estimate"
"321-64-2"	"DTXSID1037272"	"Tacrine"	70	"point estimate"
"3212-26-8"	NA	NA	142	"point estimate"
"3214-64-0"	"DTXSID70185919"	"SRC-820 R"	395	"point estimate"
"32150-76-8"	"DTXSID40185941"	"Uracil, 1-allyl-5-(dimethylamino)-6-methyl-3-phenyl-"	2400	"point estimate"
"3218-36-8"	"DTXSID9073961"	"[1,1'-Biphenyl]-4-carboxaldehyde"	1000	"point estimate"
"3218-36-8"	"DTXSID9073961"	"[1,1'-Biphenyl]-4-carboxaldehyde"	1130	"point estimate"
"3218-36-8"	"DTXSID9073961"	"[1,1'-Biphenyl]-4-carboxaldehyde"	2000	"limit test (less than)"
"3218-36-8"	"DTXSID9073961"	"[1,1'-Biphenyl]-4-carboxaldehyde"	2040	"limit test (less than)"
"322-79-2"	"DTXSID8045305"	"Triflusal"	402	"point estimate"
"3221-15-6"	NA	NA	40	"point estimate"
"32210-23-4"	"DTXSID1027974"	"4-tert-Butylcyclohexyl acetate"	5000	"point estimate"
"32221-81-1"	"DTXSID4020905"	"dl-Monosodium glutamate"	10000	"point estimate"
"32222-06-3"	"DTXSID5022722"	"Calcitriol"	0.62	"point estimate"
"32226-69-0"	"DTXSID80185985"	"Quinoline, 4-(2-(1-pyrrolidinyl)ethoxy)-"	280	"point estimate"
"3226-36-6"	"DTXSID60186011"	"Carbamic acid, dimethyldithio-, ammonium salt"	1458	"point estimate"
"3234-85-3"	"DTXSID5047403"	"Myristyl myristate"	5000	"limit test (greater than)"
"3234-85-3"	"DTXSID5047403"	"Myristyl myristate"	14400	"limit test (greater than)"
"32357-99-6"	"DTXSID40186074"	"Phosphorodithioic acid, S-(2-(p-chlorophenylthio)ethyl) O,O-dimethyl ester"	100	"point estimate"
"32358-07-9"	NA	NA	762	"point estimate"
"32358-09-1"	NA	NA	1500	"limit test (greater than)"
"3238-40-2"	"DTXSID0062927"	"2,5-Furandicarboxylic acid"	2000	"limit test (greater than)"
"32384-65-9"	"DTXSID30451107"	"(3R,4S,5R,6R)-3,4,5-Tris[(trimethylsilyl)oxy]-6-{[(trimethylsilyl)oxy]methyl}oxan-2-one (non-preferred name)"	300	"limit test (greater than)"
"32384-65-9"	"DTXSID30451107"	"(3R,4S,5R,6R)-3,4,5-Tris[(trimethylsilyl)oxy]-6-{[(trimethylsilyl)oxy]methyl}oxan-2-one (non-preferred name)"	2000	"limit test (greater than)"
"32385-11-8"	"DTXSID0023583"	"Sisomicin"	5000	"limit test (greater than)"
"3239-63-2"	NA	NA	208	"point estimate"
"3247-33-4"	"DTXSID70186204"	"Phosphonic acid, ((ethylthio)methylidyne)tri-, hexaethyl ester"	7.25	"point estimate"
"3249-68-1"	"DTXSID00186217"	"Ethyl 3-oxohexanoate"	300	"limit test (greater than)"
"32500-19-9"	NA	NA	4000	"limit test (greater than)"
"32509-66-3"	"DTXSID9052006"	"2-{[3,3-Bis(3-tert-butyl-4-hydroxyphenyl)butanoyl]oxy}ethyl 3-(3-tert-butyl-4-hydroxy-5-methylphenyl)-3-(3-tert-butyl-4-hydroxyphenyl)butanoate"	15000	"limit test (greater than)"
"3252-43-5"	"DTXSID3024940"	"Dibromoacetonitrile"	245	"point estimate"
"3252-43-5"	"DTXSID3024940"	"Dibromoacetonitrile"	361	"point estimate"
"32527-55-2"	"DTXSID0023666"	"Tiaramide"	3600	"point estimate"
"32536-52-0"	NA	NA	5000	"limit test (greater than)"
"32536-52-0"	NA	NA	10000	"limit test (greater than)"
"32536-52-0"	NA	NA	28000	"limit test (greater than)"
"32539-83-6"	"DTXSID7074402"	"2H-Cyclododeca[b]pyran, 3,4,5,6,7,8,9,10,11,12,13,14-dodecahydro-"	2000	"limit test (greater than)"
"3254-62-4"	NA	NA	50	"point estimate"
"3254-63-5"	"DTXSID00863137"	"Dimethyl p-(methylthio)phenyl phosphate"	7	"point estimate"
"3254-89-5"	"DTXSID10186248"	"Diphenidol hydrochloride"	515	"point estimate"
"32568-89-1"	"DTXSID00885536"	"2,4-Imidazolidinedione, 5,5-dimethyl-3-[2-(2-oxiranylmethoxy)propyl]-1-(2-oxiranylmethyl)-"	1800	"point estimate"
"32588-76-4"	"DTXSID6024626"	"1,2-Bis(tetrabromophthalimido)ethane"	7500	"limit test (greater than)"
"326-61-4"	"DTXSID2025925"	"Piperonyl acetate"	2100	"point estimate"
"32612-48-9"	"DTXSID9049588"	"Ammonium (lauryloxypolyethoxy)ethyl sulfate"	630	"point estimate"
"32630-50-5"	"DTXSID80186316"	"Polyvinylfurfural"	2080	"point estimate"
"32666-97-0"	"DTXSID60186339"	"Cyclohexanecarbamic acid, thio-, S-ethyl ester"	2300	"point estimate"
"3268-49-3"	"DTXSID9027528"	"3-(Methylthio)propanal"	490	"point estimate"
"3268-49-3"	"DTXSID9027528"	"3-(Methylthio)propanal"	700	"point estimate"
"3268-49-3"	"DTXSID9027528"	"3-(Methylthio)propanal"	1050	"point estimate"
"3268-87-9"	"DTXSID4025799"	"Octachlorodibenzo-p-dioxin"	1	"point estimate"
"327-19-5"	"DTXSID50186363"	"Benzimidazole, 5-nitro-2-(trifluoromethyl)-"	3.663	"point estimate"
"327-92-4"	"DTXSID6059813"	"Benzene, 1,5-difluoro-2,4-dinitro-"	50	"point estimate"
"327-98-0"	"DTXSID9038420"	"Trichloronat"	15	"point estimate"
"327-98-0"	"DTXSID9038420"	"Trichloronat"	16	"limit test (greater than)"
"327-98-0"	"DTXSID9038420"	"Trichloronat"	37.5	"limit test (less than)"
"327-98-0"	"DTXSID9038420"	"Trichloronat"	50	"point estimate"
"32744-43-7"	NA	NA	3.7	"point estimate"
"3276-41-3"	"DTXSID7020473"	"3,6-Dihydro-2-nitroso-2H-1,2-oxazine"	900	"point estimate"
"32765-81-4"	"DTXSID60431912"	"(6-Bromohexyl)trimethylammonium Bromide"	2000	"point estimate"
"32766-80-6"	NA	NA	4000	"limit test (greater than)"
